Ticker,GMV_Weight,MSR_Weight,EW_Weight
AAPL,0.0,0.0,0.125
MSFT,1.012251472396496e-18,0.42209550137824886,0.125
GOOGL,0.17152068153330974,1.1299514888709218e-17,0.125
AMZN,0.01220060757761993,0.0,0.125
TSLA,0.0,0.0,0.125
JPM,0.0860241286482306,0.4718447401272724,0.125
JNJ,0.5882475769905198,0.10605975849447925,0.125
XOM,0.14200700525031995,4.960150856841733e-16,0.125
